u,component,eq83_from_laurent,action_minus,action_plus,scaled_err_minus,scaled_err_plus
0.6250187546886722,M11_0,-0.3512719255255383,-0.35127192552508446,-0.35127192552508446,4.53859172466764e-13,4.53859172466764e-13
0.6250450112528132,M11_0,-0.35123771738258347,-0.3512377173825834,-0.3512377173825834,5.551115123125783e-17,5.551115123125783e-17
0.6250712678169542,M11_0,-0.35120349391423655,-0.3512034939146914,-0.3512034939146914,4.548583731889266e-13,4.548583731889266e-13
0.6250975243810952,M11_0,-0.35116925490559525,-0.3511692549032052,-0.3511692549032052,2.3900326162618057e-12,2.3900326162618057e-12
0.6251237809452362,M11_0,-0.351135000397729,-0.3511350004072856,-0.3511350004072856,9.556633262519654e-12,9.556633262519654e-12
0.6251500375093774,M11_0,-0.35110073088519217,-0.35110073088513577,-0.35110073088513577,5.639932965095795e-14,5.639932965095795e-14
0.6251762940735184,M11_0,-0.3510664468699622,-0.3510664468608664,-0.3510664468608664,9.095779684997751e-12,9.095779684997751e-12
0.6252025506376594,M11_0,-0.35103214885079065,-0.3510321488507854,-0.3510321488507854,5.2735593669694936e-15,5.2735593669694936e-15
0.6252288072018004,M11_0,-0.35099783736227963,-0.3509978373713924,-0.3509978373713924,9.112766097274516e-12,9.112766097274516e-12
0.6252550637659414,M11_0,-0.3509635129204548,-0.3509635129204839,-0.3509635129204839,2.90878432451791e-14,2.90878432451791e-14
0.6252813203300825,M11_0,-0.35092917605372326,-0.3509291760441606,-0.3509291760441606,9.562683978003861e-12,9.562683978003861e-12
0.6253075768942236,M11_0,-0.35089482714263176,-0.35089482714502185,-0.35089482714502185,2.390088127413037e-12,2.390088127413037e-12
0.6253338334583646,M11_0,-0.35086046625723283,-0.35086046625673445,-0.35086046625673445,4.983791157542328e-13,4.983791157542328e-13
0.6253600900225056,M11_0,-0.3508260931070116,-0.35082609310751095,-0.35082609310751095,4.993228053251642e-13,4.993228053251642e-13
